C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_019.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_019.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_019.jpg, 0, 0, 0, 7.812135E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_119.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_119.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_119.jpg, 0, 0, 0, 7.877212E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_223.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_223.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_223.jpg, 0, 0, 0, 7.806406E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_324.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_324.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_324.jpg, 0, 0, 0, 7.860858E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_426.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_426.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_426.jpg, 0, 0, 0, 7.929833E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_527.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_527.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_527.jpg, 0, 0, 0, 7.857137E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_629.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_629.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_629.jpg, 0, 0, 0, 7.884443E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_731.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_731.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_731.jpg, 0, 0, 0, 7.788979E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_834.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_834.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_834.jpg, 0, 0, 0, 7.801695E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_44_936.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_44_936.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_44_936.jpg, 0, 0, 0, 7.800569E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_45_039.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_45_039.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_45_039.jpg, 0, 0, 0, 7.805099E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_45_140.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_45_140.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_45_140.jpg, 0, 0, 0, 7.841284E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_45_240.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_45_240.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_45_240.jpg, 0, 0, 0, 8.2176E-05
C:\Users\faeiqkhan\Desktop\data\IMG\center_2024_11_02_14_33_45_342.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\left_2024_11_02_14_33_45_342.jpg, C:\Users\faeiqkhan\Desktop\data\IMG\right_2024_11_02_14_33_45_342.jpg, 0, 0, 0, 7.789739E-05
